,L,R,F,M,C
9079,33,182,15,31212,0.720902858
9080,100,116,21,40399,0.556932845
9081,29,233,11,30240,0.74401918
9082,85,113,26,28463,0.790433545
9083,21,3,37,29818,0.7542870079999999
9084,36,80,15,27421,0.820061996
9085,32,13,14,29772,0.755283824
9086,33,14,30,33972,0.66182827
9087,20,43,20,33689,0.667196414
9088,15,132,10,27389,0.8205987809999999
9089,42,127,16,22825,0.984626068
9090,38,70,16,28087,0.8001335140000001
9091,44,4,29,30034,0.748247653
9092,77,12,23,31283,0.718334878
9093,32,4,23,32780,0.6853447220000001
9094,95,60,15,40898,0.54930559
9095,90,42,22,31081,0.7226434159999999
9096,34,7,27,29490,0.761616141
9097,20,139,8,37053,0.60612636
9098,40,34,17,26073,0.861355425
9099,102,25,15,23942,0.9379496279999999
9100,12,83,15,42917,0.523243703
9101,104,8,16,29119,0.7711216040000001
9102,15,9,34,37026,0.606371199
9103,67,159,15,28617,0.784544502
9104,83,20,22,32032,0.700869755
9105,48,9,65,31213,0.719235895
9106,60,1,23,39810,0.5638836979999999
9107,49,10,27,28148,0.7974385390000001
9108,73,4,34,25804,0.869863975
9109,81,74,19,37373,0.6005263160000001
9110,81,236,11,17817,1.259638547
9111,68,127,16,42394,0.529388829
9112,71,3,20,28075,0.7993613540000001
9113,86,5,33,31112,0.721263821
9114,23,11,35,36140,0.620830105
9115,32,137,14,24835,0.903400443
9116,55,135,22,32516,0.68994618
9117,113,25,24,34130,0.657291532
9118,33,9,16,24478,0.916346515
9119,50,33,18,30896,0.725940898
9120,12,27,22,35528,0.6312733620000001
9121,108,76,22,35173,0.637606687
9122,95,95,18,27123,0.8267654759999999
9123,21,146,15,29505,0.76
9124,15,169,5,26244,0.8543278459999999
9125,23,4,19,27172,0.825103415
9126,86,1,35,31517,0.711262811
9127,25,15,28,36712,0.61059599
9128,37,7,14,26551,0.844258597
9129,79,46,23,32762,0.684132837
9130,40,28,26,34784,0.644329577
9131,49,63,28,39049,0.57384901
9132,57,104,13,25064,0.894018513
9133,21,262,14,32508,0.689285714
9134,39,135,22,33282,0.6732492040000001
9135,18,14,26,34049,0.658048107
9136,43,208,16,23666,0.946752725
9137,41,240,11,20881,1.072649777
9138,41,14,21,31746,0.70549014
9139,21,55,12,26946,0.8311433979999999
9140,43,31,19,41619,0.538094861
9141,17,1,20,27898,0.802709155
9142,27,5,33,28420,0.787933146
9143,18,16,25,34050,0.657565639
9144,67,233,9,35841,0.624704947
9145,33,3,15,24338,0.919876325
9146,43,4,23,31772,0.70460846
9147,111,61,16,24211,0.924641279
9148,72,66,9,18048,1.240382868
9149,72,6,24,25178,0.889056319
9150,18,103,9,29070,0.77
9151,76,87,30,33674,0.664619588
9152,47,64,30,38134,0.58686474
9153,31,27,16,31542,0.7094978120000001
9154,63,23,16,31340,0.713931078
9155,42,57,23,32006,0.699057052
9156,25,10,28,32374,0.691015321
9157,81,30,23,26375,0.8481728909999999
9158,37,78,20,28750,0.77808
9159,59,32,26,31356,0.713193647
9160,18,7,19,30733,0.727587935
9161,18,7,21,32290,0.6924372870000001
9162,46,2,28,28912,0.773137106
9163,16,6,16,29397,0.7603809909999999
9164,30,19,20,27273,0.819461005
9165,76,6,18,27779,0.804530401
9166,76,28,15,32678,0.6838805920000001
9167,110,158,17,25295,0.8833425579999999
9168,23,34,25,27576,0.81024369
9169,33,5,23,30881,0.72343836
9170,79,14,26,44699,0.49974093399999997
9171,24,132,10,15305,1.459478602
9172,33,21,21,47552,0.46974217700000004
9173,39,104,20,16336,1.367110676
9174,71,296,27,25472,0.8766677140000001
9175,74,18,31,33366,0.669062818
9176,55,318,7,27096,0.823839312
9177,26,79,24,35245,0.6333465739999999
9178,95,21,20,27611,0.808391583
9179,16,1,21,29511,0.75630714
9180,52,95,17,32168,0.693744404
9181,31,130,22,23534,0.948245517
9182,75,94,21,31624,0.705661207
9183,26,61,12,31042,0.718833194
9184,47,411,15,38138,0.584911374
9185,18,122,10,26430,0.8440000000000001
9186,41,47,22,27123,0.8223540909999999
9187,69,6,16,36324,0.614005891
9188,56,72,22,34618,0.644230747
9189,12,5,23,24445,0.912187359
9190,101,130,31,32263,0.6911269879999999
9191,41,13,29,27773,0.802654377
9192,99,99,16,32190,0.692503573
9193,30,1,19,29378,0.7587439579999999
9194,27,43,19,32539,0.684901503
9195,82,81,26,31794,0.7008130459999999
9196,82,26,28,29292,0.7606708320000001
9197,102,33,13,15142,1.4714998019999999
9198,88,322,19,24111,0.924051263
9199,33,15,27,33662,0.661850455
9200,75,9,9,17394,1.280287455
9201,44,38,16,27771,0.801857333
9202,95,7,15,27059,0.8229528070000001
9203,93,61,4,30398,0.732474505
9204,27,21,23,34546,0.644519481
9205,27,79,19,34664,0.642316236
9206,58,58,4,30398,0.732362326
9207,21,20,14,28403,0.78377777
9208,41,39,20,31912,0.6974887190000001
9209,33,108,16,24803,0.897381365
9210,48,147,22,33648,0.661349857
9211,35,165,18,33858,0.657222222
9212,72,1,11,28310,0.785979159
9213,24,11,19,31763,0.7004832670000001
9214,87,214,19,33076,0.672590096
9215,16,131,14,32508,0.684285714
9216,68,27,26,27814,0.799659164
9217,32,81,17,20043,1.109695155
9218,101,15,23,29101,0.7642892
9219,30,11,18,32471,0.6849194670000001
9220,74,22,25,30074,0.7394643209999999
9221,23,26,26,31953,0.69596282
9222,66,25,29,23088,0.963173077
9223,42,167,23,39574,0.561917421
9224,109,69,14,26846,0.8282697609999999
9225,82,36,28,29413,0.75595077
9226,23,3,37,34287,0.648462391
9227,63,12,27,33761,0.658548325
9228,68,113,11,15922,1.3962580080000002
9229,60,80,27,37964,0.585561058
9230,24,283,18,32971,0.674235237
9231,33,11,24,36748,0.604933058
9232,22,26,15,29865,0.74433551
9233,49,49,17,33427,0.664992072
9234,52,17,18,32806,0.677579406
9235,45,72,27,29350,0.757265077
9236,97,31,27,28294,0.785501873
9237,27,339,22,31696,0.701118438
9238,23,12,24,34007,0.6534451729999999
9239,48,145,4,25391,0.8751711240000001
9240,77,33,20,29969,0.741423805
9241,20,113,20,31511,0.705108375
9242,50,24,24,29214,0.760511741
9243,89,77,9,21350,1.040618267
9244,46,143,24,29976,0.741026154
9245,71,24,22,28444,0.780846224
9246,30,66,15,29472,0.753580347
9247,12,4,6,38880,0.5711995879999999
9248,65,12,17,33127,0.670388203
9249,23,103,16,23759,0.934676965
9250,25,117,18,20000,1.1102239999999999
9251,16,41,15,29911,0.7423452909999999
9252,67,7,26,26256,0.8456375690000001
9253,36,2,14,16430,1.35136762
9254,44,124,23,26848,0.82698525
9255,26,33,25,34655,0.640652143
9256,21,346,8,21144,1.05
9257,68,27,15,29272,0.7584001779999999
9258,57,6,20,31398,0.707036117
9259,71,21,31,27148,0.8174712690000001
9260,17,12,27,36728,0.604226748
9261,13,9,26,28525,0.777947765
9262,36,33,40,32544,0.681682645
9263,29,17,25,28875,0.768279481
9264,100,207,4,27046,0.8202266509999999
9265,31,2,44,32939,0.673429066
9266,105,72,24,31547,0.7031416620000001
9267,64,74,20,30458,0.7282569440000001
9268,90,259,11,18696,1.186252139
9269,107,21,27,30821,0.71954544
9270,19,427,13,30186,0.734615385
9271,31,330,16,27423,0.808571272
9272,57,33,3,22783,0.973233551
9273,14,30,27,28141,0.787871078
9274,12,11,26,28180,0.786763662
9275,25,6,35,30061,0.7374594990000001
9276,79,36,21,41627,0.532529368
9277,92,485,16,31247,0.7093801
9278,76,82,18,36401,0.608934095
9279,86,16,21,38717,0.572406436
9280,36,121,19,26767,0.827830911
9281,62,21,11,37912,0.5843659000000001
9282,103,12,39,28447,0.778784406
9283,76,6,30,26620,0.8320653640000001
9284,31,11,28,29304,0.755758258
9285,20,16,23,31832,0.6957046370000001
9286,113,30,20,32818,0.6747476990000001
9287,44,46,26,25690,0.8619330479999999
9288,107,81,23,33879,0.653544379
9289,31,33,20,28851,0.7673886520000001
9290,37,118,12,32104,0.689595066
9291,16,3,15,36780,0.601887711
9292,108,59,30,33715,0.6565614710000001
9293,40,14,27,27581,0.802570248
9294,52,179,14,26694,0.8291893309999999
9295,16,422,21,44058,0.502380952
9296,18,21,37,28314,0.781554355
9297,73,277,4,27901,0.79312211
9298,30,102,30,27479,0.8050351179999999
9299,54,31,20,32703,0.676421123
9300,22,368,18,24434,0.90531227
9301,68,96,25,27638,0.800353137
9302,52,108,27,28913,0.7650178120000001
9303,25,10,27,27032,0.8182431929999999
9304,67,66,33,27992,0.790080737
9305,56,229,18,23148,0.9551918090000001
9306,92,4,21,30737,0.7193444379999999
9307,56,308,16,36702,0.602419487
9308,63,16,17,39830,0.555105699
9309,86,38,30,33497,0.659973729
9310,35,6,35,32020,0.690258588
9311,13,27,27,33730,0.655197747
9312,57,13,22,30581,0.722585919
9313,29,45,14,33175,0.666012359
9314,22,325,9,31815,0.694444444
9315,76,79,7,28887,0.7648333159999999
9316,19,18,23,27308,0.808988575
9317,14,85,12,36023,0.613259584
9318,86,1,28,30442,0.7254881409999999
9319,36,31,15,31322,0.7050743890000001
9320,19,48,33,33847,0.652449257
9321,24,3,11,23324,0.946758703
9322,73,31,17,28886,0.764297584
9323,31,2,13,37411,0.590103713
9324,62,2,21,26830,0.8228087959999999
9325,69,34,24,28972,0.7619014909999999
9326,72,26,27,28640,0.7707115920000001
9327,64,44,27,39046,0.565250986
9328,71,5,30,27713,0.7963739040000001
9329,80,17,28,31827,0.6934231940000001
9330,51,29,40,31789,0.694208374
9331,106,14,26,39005,0.5657218310000001
9332,25,3,45,30476,0.723928337
9333,81,20,19,28771,0.766818672
9334,27,73,45,31435,0.701808494
9335,17,49,20,32924,0.670059835
9336,41,133,19,20993,1.050827895
9337,51,30,31,30385,0.725980253
9338,46,33,28,30345,0.7268779040000001
9339,54,9,27,32735,0.6737168170000001
9340,42,37,12,35635,0.618882559
9341,69,27,20,31847,0.69245706
9342,50,56,21,35382,0.623205867
9343,30,82,23,31954,0.690043187
9344,92,2,17,27669,0.796853157
9345,64,104,14,30306,0.727416353
9346,17,57,32,30108,0.7320516140000001
9347,85,11,21,27502,0.801411897
9348,21,151,16,31151,0.707533627
9349,98,1,18,25191,0.8748886509999999
9350,15,61,5,31011,0.7106742770000001
9351,90,134,12,34732,0.634478003
9352,16,8,24,31509,0.6993646259999999
9353,74,8,30,25201,0.874351415
9354,32,2,37,32060,0.68725889
9355,29,142,16,27355,0.8054494609999999
9356,15,36,21,37056,0.594551759
9357,49,150,20,27384,0.8045398770000001
9358,86,79,8,18648,1.181236594
9359,83,25,31,32485,0.6780397109999999
9360,49,137,24,36709,0.600014438
9361,70,29,15,28539,0.7717786190000001
9362,33,1,26,27189,0.810004414
9363,37,36,11,25345,0.86887394
9364,73,35,19,26991,0.8158712159999999
9365,74,7,25,28268,0.779001698
9366,18,6,24,28710,0.7669265059999999
9367,44,27,20,21123,1.042332055
9368,88,29,27,42672,0.515962927
9369,74,38,17,30274,0.727190989
9370,52,6,17,31767,0.693005635
9371,38,51,20,30990,0.71037141
9372,76,340,29,29688,0.741504985
9373,88,186,12,28685,0.767422695
9374,37,7,28,34753,0.63340949
9375,97,44,18,28183,0.780966895
9376,72,3,27,36532,0.602372441
9377,22,4,24,36421,0.604200049
9378,22,35,11,40139,0.548181818
9379,99,24,11,32590,0.675116293
9380,65,4,26,25957,0.847624148
9381,25,21,21,38792,0.5671233760000001
9382,30,58,11,22963,0.958046858
9383,39,47,24,33721,0.652312209
9384,87,25,21,32598,0.674778821
9385,51,47,21,28317,0.77677826
9386,47,19,18,30109,0.73047162
9387,28,133,17,26939,0.8163513859999999
9388,36,117,21,25745,0.854179452
9389,112,85,23,43048,0.510764031
9390,39,56,15,26226,0.838371463
9391,24,98,16,29032,0.7573405209999999
9392,41,63,15,37802,0.581618168
9393,51,204,28,31440,0.6991679390000001
9394,39,368,22,28787,0.763573835
9395,19,14,15,28782,0.763654715
9396,92,1,24,28447,0.7725830490000001
9397,114,20,19,32410,0.67808917
9398,36,14,21,34665,0.633957883
9399,66,51,4,30416,0.722503288
9400,102,116,20,32919,0.667536681
9401,52,119,14,35140,0.625325555
9402,38,52,16,19459,1.128904363
9403,14,2,27,35102,0.6255350120000001
9404,46,32,30,27151,0.808612206
9405,78,264,16,32997,0.66532412
9406,51,25,17,39076,0.561728683
9407,101,167,21,25606,0.8571842540000001
9408,98,19,23,34457,0.63697449
9409,66,5,21,33100,0.6630401810000001
9410,19,183,4,25652,0.855526275
9411,86,153,23,28416,0.77222058
9412,17,48,24,27527,0.797156247
9413,32,5,25,28246,0.776858316
9414,80,50,15,25268,0.8683235709999999
9415,64,267,13,31791,0.6901000279999999
9416,31,38,10,36118,0.607396866
9417,58,24,22,33550,0.653738897
9418,12,1,22,37032,0.5921575929999999
9419,58,3,18,27791,0.789046094
9420,65,221,21,29172,0.751507267
9421,16,41,19,31143,0.703943422
9422,92,61,23,28454,0.770458284
9423,23,106,14,28325,0.77395128
9424,60,83,22,30688,0.71432938
9425,44,6,30,30091,0.728498222
9426,13,130,16,32635,0.671655278
9427,26,11,20,31973,0.6855459290000001
9428,72,87,24,35257,0.621688743
9429,33,12,18,37768,0.580333616
9430,50,67,22,28553,0.767522852
9431,24,39,28,29646,0.7391297309999999
9432,23,36,21,33110,0.661655089
9433,82,24,27,26956,0.8126621159999999
9434,45,61,28,38138,0.5743898470000001
9435,40,277,17,28417,0.770749903
9436,17,83,10,29388,0.7452245809999999
9437,47,18,8,29842,0.7338522890000001
9438,12,7,38,28322,0.7732066940000001
9439,52,7,11,29344,0.746233642
9440,15,151,18,28774,0.7610026409999999
9441,55,89,13,15256,1.4351074990000001
9442,67,12,27,37235,0.587973144
9443,23,66,23,28901,0.7574184279999999
9444,24,38,21,29409,0.744310245
9445,30,14,29,27270,0.8026255959999999
9446,33,44,17,28082,0.7793287520000001
9447,93,7,26,24813,0.881797042
9448,65,67,19,30597,0.7149308759999999
9449,21,7,24,36267,0.6031033720000001
9450,23,21,16,27110,0.806753596
9451,59,170,15,34057,0.642166662
9452,30,34,22,29112,0.7511878259999999
9453,73,72,16,26893,0.8131469159999999
9454,48,15,22,29539,0.7402694740000001
9455,86,81,23,35743,0.611774054
9456,60,29,46,27520,0.7944923690000001
9457,80,110,17,21081,1.037147194
9458,67,47,12,15170,1.4412043509999999
9459,34,43,17,31193,0.700831917
9460,87,48,21,28421,0.769121424
9461,77,5,20,33018,0.662000727
9462,70,105,26,35071,0.62323173
9463,103,200,24,27602,0.791871966
9464,72,93,17,33437,0.653650148
9465,35,46,28,26917,0.81196753
9466,38,20,9,27192,0.8037419090000001
9467,33,230,29,34464,0.634100801
9468,27,8,18,25889,0.844118351
9469,14,1,19,33946,0.6435865789999999
9470,104,130,22,26247,0.832285595
9471,32,42,9,31600,0.6911411390000001
9472,73,34,25,30469,0.7167891959999999
9473,19,16,18,23795,0.917667577
9474,24,14,24,31177,0.7003560320000001
9475,49,9,13,30851,0.7077462640000001
9476,27,6,30,31142,0.7010937
9477,50,171,4,30424,0.7175
9478,108,11,27,27231,0.80162315
9479,81,10,18,24981,0.8737988870000001
9480,51,1,21,34387,0.634731439
9481,52,240,21,34400,0.634451744
9482,36,16,11,29733,0.734024485
9483,41,26,35,28066,0.7775764270000001
9484,72,213,19,20164,1.08229518
9485,88,18,22,28423,0.7677676529999999
9486,46,83,28,41131,0.530515426
9487,93,57,25,23546,0.926499618
9488,79,40,41,28982,0.752628528
9489,44,11,32,28074,0.776853316
9490,15,32,27,27047,0.8062794390000001
9491,81,34,20,27393,0.796074545
9492,52,32,28,33107,0.658631709
9493,43,55,20,36077,0.604394212
9494,21,17,15,29144,0.7481220829999999
9495,36,299,14,30242,0.720905363
9496,82,33,23,28108,0.775626156
9497,41,148,17,29450,0.740240747
9498,26,1,35,35839,0.608270878
9499,27,102,16,35053,0.621757339
9500,33,11,16,33110,0.6580063420000001
9501,38,6,12,32651,0.667250314
9502,87,29,26,31979,0.681124175
9503,66,101,19,35815,0.608154125
9504,19,27,26,37948,0.573902445
9505,77,1,27,27825,0.7826770890000001
9506,44,170,14,28858,0.754571696
9507,22,157,11,29358,0.741486137
9508,97,157,14,21497,1.0125864070000001
9509,27,5,32,31729,0.6860093290000001
9510,80,69,35,32696,0.665682958
9511,38,105,22,34757,0.626160198
9512,20,4,33,27713,0.7852581820000001
9513,48,8,21,29067,0.748615268
9514,72,73,9,30333,0.7172890909999999
9515,23,26,13,36547,0.595303582
9516,30,69,10,16584,1.311766763
9517,50,14,25,28718,0.75743854
9518,51,67,28,27974,0.7775770359999999
9519,14,58,20,34001,0.639692656
9520,71,3,28,29964,0.72584735
9521,56,139,28,30810,0.705898734
9522,110,30,23,33529,0.6486542989999999
9523,77,173,15,27560,0.7891328009999999
9524,49,44,20,34257,0.634842806
9525,87,8,19,27441,0.792526147
9526,76,4,30,30390,0.715503126
9527,94,36,44,33913,0.6411169760000001
9528,94,11,10,31438,0.69158407
9529,98,383,21,30969,0.701948723
9530,101,343,13,20711,1.049577519
9531,42,13,17,29077,0.7475444509999999
9532,104,26,20,27842,0.78070074
9533,17,10,23,33434,0.650123527
9534,66,61,14,29854,0.7278719770000001
9535,64,84,7,34135,0.6365821
9536,62,6,18,32894,0.660507995
9537,19,69,16,28910,0.7515098579999999
9538,43,125,21,23542,0.922776739
9539,41,69,26,23635,0.9191351809999999
9540,13,32,10,32051,0.6777835320000001
9541,28,137,26,22344,0.9720166490000001
9542,30,180,7,14767,1.470739487
9543,52,5,28,33264,0.652878187
9544,54,20,21,25604,0.848078035
9545,16,3,18,23732,0.914940165
9546,22,12,30,35462,0.612285263
9547,25,12,22,30829,0.70428071
9548,66,75,16,33316,0.6516595629999999
9549,29,16,17,25632,0.846984238
9550,16,19,17,31900,0.680556426
9551,18,3,26,27377,0.7929787779999999
9552,95,12,30,30211,0.718576677
9553,101,41,27,29589,0.73367569
9554,87,13,21,32342,0.671183291
9555,52,31,18,28761,0.7546632590000001
9556,99,24,26,26438,0.820711854
9557,50,6,29,32001,0.6779697509999999
9558,24,206,25,27775,0.781028263
9559,79,136,16,22390,0.968774453
9560,21,19,22,28580,0.7588530440000001
9561,82,35,32,37708,0.574964994
9562,69,5,24,26707,0.8116864490000001
9563,29,7,27,51056,0.42458104799999996
9564,41,61,27,20090,1.078972125
9565,107,54,19,30173,0.71838962
9566,69,15,22,29459,0.735783631
9567,17,16,27,43089,0.503033489
9568,52,62,19,27018,0.802180398
9569,94,9,20,34707,0.624463941
9570,14,87,14,18662,1.1613514090000001
9571,106,33,20,33084,0.6550456410000001
9572,85,33,10,15348,1.41185301
9573,99,52,26,28106,0.770973102
9574,33,11,26,31691,0.6837370229999999
9575,64,90,22,42895,0.505061895
9576,40,12,24,28082,0.771431878
9577,55,137,25,24747,0.875276195
9578,98,4,36,26131,0.828834717
9579,38,10,22,45476,0.4762567070000001
9580,106,107,25,28173,0.768678167
9581,73,7,21,27585,0.7850534709999999
9582,70,48,35,24231,0.8936907270000001
9583,86,2,19,25871,0.8368609640000001
9584,91,16,24,32385,0.668532345
9585,21,53,19,35357,0.612336454
9586,53,11,32,28788,0.751969918
9587,102,8,18,37413,0.5785930020000001
9588,78,11,20,32736,0.661238392
9589,113,19,31,35063,0.617353335
9590,32,433,17,23943,0.904059642
9591,55,37,30,30236,0.715734555
9592,94,13,22,32871,0.658277205
9593,70,8,26,24989,0.8657697390000001
9594,58,113,26,39364,0.54959938
9595,80,19,22,36310,0.59579675
9596,33,110,26,34291,0.6307459679999999
9597,81,83,21,28413,0.761227607
9598,20,201,23,29442,0.7345659259999999
9599,95,111,20,28909,0.7480410940000001
9600,29,29,12,15158,1.426483045
9601,108,127,19,29833,0.724734019
9602,15,112,22,26852,0.80516684
9603,33,42,14,26515,0.8153611159999999
9604,100,79,16,28188,0.7669121609999999
9605,87,40,21,29530,0.7320118520000001
9606,66,82,21,39650,0.545153594
9607,51,2,24,26117,0.827566336
9608,78,101,27,28106,0.768889917
9609,29,249,19,27140,0.7962406040000001
9610,20,101,14,32041,0.6744302609999999
9611,20,75,16,30107,0.7177011990000001
9612,57,146,16,31798,0.6795138059999999
9613,21,12,23,25378,0.85132871
9614,89,109,18,32736,0.659789834
9615,97,191,21,30194,0.715324237
9616,32,40,26,35647,0.605857155
9617,64,115,21,30105,0.7172366720000001
9618,78,38,18,31196,0.6921390559999999
9619,34,20,29,30104,0.717212663
9620,29,131,10,27465,0.786108138
9621,49,12,21,26190,0.824212677
9622,49,67,25,31487,0.685551815
9623,52,378,21,29192,0.739425185
9624,71,5,17,25923,0.832655943
9625,54,35,19,30701,0.7030591840000001
9626,41,26,16,26144,0.825311735
9627,15,106,23,28756,0.750322715
9628,104,178,21,30989,0.6962063959999999
9629,110,20,23,26073,0.8274659609999999
9630,14,8,24,43324,0.49793740200000003
9631,26,4,21,29377,0.734252647
9632,26,4,24,36333,0.59357884
9633,27,143,13,25595,0.842571596
9634,66,80,29,31327,0.6883933990000001
9635,47,9,19,34232,0.629952384
9636,99,8,22,30372,0.709991769
9637,89,46,21,29019,0.74307695
9638,110,426,33,26048,0.8278274720000001
9639,73,5,16,25776,0.8364878179999999
9640,34,7,19,36089,0.597238494
9641,35,208,13,16017,1.345672098
9642,87,1,15,30105,0.7159202790000001
9643,12,10,30,34780,0.6196759629999999
9644,38,83,21,16249,1.3262723859999999
9645,47,5,14,32508,0.662857143
9646,19,27,17,27408,0.786079247
9647,16,32,31,33778,0.637824324
9648,82,77,19,27816,0.774517903
9649,68,46,22,28457,0.7570260390000001
9650,63,105,19,30584,0.704354238
9651,16,94,11,29073,0.7409090909999999
9652,39,3,13,29221,0.737136648
9653,80,169,10,21513,1.0011537209999999
9654,84,30,18,31294,0.6881341470000001
9655,72,76,21,27484,0.7834994909999999
9656,95,5,25,30465,0.7067831940000001
9657,66,18,18,24204,0.889604611
9658,37,20,32,28209,0.763274132
9659,102,40,25,34278,0.6280932379999999
9660,26,243,16,31654,0.680155747
